id,attack_cat
377,Generic
378,Generic
379,Exploits
380,Normal
381,Exploits
382,Normal
383,Exploits
384,Fuzzers
385,Exploits
386,Fuzzers
387,Exploits
388,Normal
389,Generic
390,Fuzzers
391,Analysis
392,Fuzzers
393,Generic
394,Normal
395,Normal
396,Generic
397,Normal
398,Exploits
399,Exploits
400,Generic
401,Normal
402,Exploits
403,Generic
404,Normal
405,Exploits
406,Fuzzers
407,DoS
408,Normal
409,Fuzzers
410,Exploits
411,DoS
412,Normal
413,Generic
414,Normal
415,Exploits
416,Normal
417,Normal
418,Backdoor
419,Normal
420,Generic
421,Normal
422,DoS
423,Fuzzers
424,Generic
425,Fuzzers
426,Exploits
427,Normal
428,Exploits
429,Normal
430,Exploits
431,Fuzzers
432,Generic
433,Normal
434,Fuzzers
435,Generic
436,Fuzzers
437,Exploits
438,Normal
439,Generic
440,Generic
441,Reconnaissance
442,Normal
443,Normal
444,Reconnaissance
445,Normal
446,Exploits
447,Normal
448,DoS
449,Normal
450,Normal
451,Normal
452,Fuzzers
453,Exploits
454,Exploits
455,Reconnaissance
456,Generic
457,Reconnaissance
458,Normal
459,Generic
460,DoS
461,Normal
462,DoS
463,Exploits
464,Generic
465,Generic
466,DoS
467,Normal
468,Generic
469,Normal
470,DoS
471,Normal
472,Normal
473,Normal
474,Generic
475,Normal
476,Normal
477,Normal
478,Generic
479,DoS
480,Generic
481,Fuzzers
482,DoS
483,Reconnaissance
484,DoS
485,Normal
486,Normal
487,Exploits
488,Generic
489,Generic
490,Fuzzers
491,Normal
492,Generic
493,DoS
494,Normal
495,Exploits
496,Normal
497,Normal
498,Analysis
499,Exploits
500,DoS
501,Fuzzers
502,Exploits
503,Normal
504,Normal
505,DoS
506,Normal
507,Generic
508,Exploits
509,Normal
510,Normal
511,Generic
512,Fuzzers
513,Exploits
514,Fuzzers
515,Exploits
516,Generic
517,Reconnaissance
518,Reconnaissance
519,Generic
520,Generic
521,Exploits
522,Exploits
523,Exploits
524,Normal
525,Reconnaissance
526,Exploits
527,Generic
528,DoS
529,Fuzzers
530,Exploits
531,Normal
532,Generic
533,Normal
534,Fuzzers
535,Exploits
536,Exploits
537,Generic
538,Generic
539,Reconnaissance
540,Generic
541,Generic
542,Normal
543,Normal
544,Exploits
545,Fuzzers
546,Normal
547,Normal
548,Normal
549,Fuzzers
550,Generic
551,Reconnaissance
552,Fuzzers
553,Normal
554,Normal
555,Reconnaissance
556,Fuzzers
557,Normal
558,Generic
559,Reconnaissance
560,Generic
561,Exploits
562,Exploits
563,Normal
564,Normal
565,Normal
566,Normal
567,Generic
568,Generic
569,Exploits
570,Normal
571,Exploits
572,Generic
573,Exploits
574,Analysis
575,Normal
576,Exploits
577,Exploits
578,Fuzzers
579,Generic
580,Exploits
581,Generic
582,Exploits
583,Normal
584,Exploits
585,Exploits
586,Exploits
587,Normal
588,Normal
589,Normal
590,DoS
591,Exploits
592,Normal
593,Normal
594,Normal
595,Generic
596,Generic
597,Generic
598,Normal
599,Generic
600,Normal
601,Reconnaissance
602,Exploits
603,Normal
604,Exploits
605,Exploits
606,Normal
607,Fuzzers
608,Generic
609,Normal
610,Backdoor
611,Fuzzers
612,Exploits
613,Normal
614,Reconnaissance
615,Exploits
616,Generic
617,Exploits
618,Normal
619,Fuzzers
620,Normal
621,Normal
622,Normal
623,Exploits
624,DoS
625,Exploits
626,Generic
627,Normal
628,Fuzzers
629,Generic
630,Generic
631,Normal
632,Normal
633,Normal
634,Generic
635,Normal
636,Exploits
637,Generic
638,DoS
639,Normal
640,Exploits
641,Generic
642,Normal
643,Generic
644,Generic
645,Generic
646,Exploits
647,Exploits
648,Exploits
649,Normal
650,Generic
651,Exploits
652,Exploits
653,Normal
654,Exploits
655,DoS
656,Generic
657,Exploits
658,Normal
659,Generic
660,Exploits
661,Exploits
662,Exploits
663,Normal
664,Reconnaissance
665,Exploits
666,Exploits
667,Reconnaissance
668,Generic
669,Exploits
670,Fuzzers
671,Exploits
672,Generic
673,Normal
674,Generic
675,Normal
676,DoS
677,Normal
678,Exploits
679,Exploits
680,Exploits
681,Exploits
682,Fuzzers
683,Generic
684,Normal
685,Generic
686,Normal
687,Fuzzers
688,Generic
689,Fuzzers
690,Exploits
691,DoS
692,Normal
693,Generic
694,Normal
695,Normal
696,Generic
697,Generic
698,Generic
699,Normal
700,Exploits
701,Normal
702,Generic
703,Exploits
704,Generic
705,Reconnaissance
706,Fuzzers
707,Normal
708,Normal
709,Exploits
710,Fuzzers
711,Normal
712,Normal
713,Generic
714,Normal
715,Generic
716,Normal
717,Normal
718,Normal
719,Normal
720,Generic
721,DoS
722,Fuzzers
723,Reconnaissance
724,Normal
725,Fuzzers
726,Generic
727,Exploits
728,Fuzzers
729,Normal
730,Generic
731,Normal
732,Normal
733,Generic
734,Normal
735,Generic
736,Normal
737,Backdoor
738,Generic
739,Exploits
740,Exploits
741,Fuzzers
742,Generic
743,DoS
744,Normal
745,Exploits
746,Generic
747,DoS
748,Generic
749,Exploits
750,Normal
751,Normal
752,Normal
753,Fuzzers
754,DoS
755,Normal
756,Fuzzers
757,Normal
758,Generic
759,Generic
760,Exploits
761,Generic
762,Exploits
763,Exploits
764,Normal
765,Exploits
766,Fuzzers
767,Fuzzers
768,Reconnaissance
769,Exploits
770,Generic
771,Exploits
772,Normal
773,Fuzzers
774,Generic
775,Normal
776,Generic
777,Exploits
778,Exploits
779,Exploits
780,Fuzzers
781,Normal
782,Generic
783,Generic
784,DoS
785,Exploits
786,Exploits
787,Generic
788,Exploits
789,Generic
790,DoS
791,Normal
792,Normal
793,Generic
794,Generic
795,Shellcode
796,Normal
797,Generic
798,Generic
799,Exploits
800,DoS
801,Generic
802,Normal
803,Exploits
804,Generic
805,Generic
806,Generic
807,Generic
808,Generic
809,Normal
810,DoS
811,Normal
812,Exploits
813,Fuzzers
814,Normal
815,Exploits
816,Exploits
817,Fuzzers
818,Generic
819,Exploits
820,Normal
821,Normal
822,Fuzzers
823,Exploits
824,Fuzzers
825,DoS
826,Generic
827,Exploits
828,Generic
829,Normal
830,Fuzzers
831,Generic
832,Reconnaissance
833,Normal
834,Generic
835,Fuzzers
836,Generic
837,Exploits
838,Fuzzers
839,Fuzzers
840,Fuzzers
841,Generic
842,Generic
843,Exploits
844,Exploits
845,Exploits
846,Normal
847,Normal
848,Normal
849,Normal
850,Normal
851,Normal
852,Generic
853,Normal
854,Generic
855,Generic
856,Normal
857,Normal
858,Normal
859,Generic
860,Fuzzers
861,Normal
862,Generic
863,Normal
864,Generic
865,Exploits
866,Generic
867,Normal
868,Fuzzers
869,Fuzzers
870,Generic
871,Normal
872,Generic
873,Normal
874,Exploits
875,Exploits
876,Generic
877,Generic
878,Normal
879,Exploits
880,Normal
881,Fuzzers
882,Generic
883,Normal
884,Normal
885,Normal
886,Exploits
887,Normal
888,Normal
889,Reconnaissance
890,Normal
891,Normal
892,Normal
893,Normal
894,Generic
895,Generic
896,Normal
897,Fuzzers
898,Normal
899,Generic
900,Fuzzers
901,Generic
902,Exploits
903,Normal
904,Exploits
905,Generic
906,Normal
907,Normal
908,Normal
909,Generic
910,Generic
911,Generic
912,Normal
913,Exploits
914,Normal
915,Reconnaissance
916,Normal
917,Normal
918,Exploits
919,Generic
920,Normal
921,Fuzzers
922,Generic
923,Exploits
924,Normal
925,Generic
926,Fuzzers
927,Normal
928,Normal
929,Backdoor
930,Normal
931,Normal
932,Reconnaissance
933,Exploits
934,Generic
935,Generic
936,Fuzzers
937,Normal
938,Generic
939,Fuzzers
940,Normal
941,Normal
942,Fuzzers
943,Generic
944,Normal
945,DoS
946,Normal
947,DoS
948,Generic
949,Normal
950,Generic
951,Fuzzers
952,Fuzzers
953,Exploits
954,Normal
955,Fuzzers
956,Normal
957,DoS
958,DoS
959,Generic
960,Reconnaissance
961,Normal
962,Normal
963,Normal
964,Normal
965,Normal
966,Normal
967,Exploits
968,Fuzzers
969,Generic
970,Normal
971,Generic
972,Generic
973,Normal
974,Generic
975,Exploits
976,Normal
977,Generic
978,Generic
979,Generic
980,Fuzzers
981,Normal
982,Normal
983,Fuzzers
984,Normal
985,Exploits
986,Reconnaissance
987,Generic
988,Generic
989,Normal
990,DoS
991,Exploits
992,Normal
993,Normal
994,Fuzzers
995,Normal
996,Generic
997,Shellcode
998,Exploits
999,Exploits
1000,Normal
1001,Normal
1002,Normal
1003,Normal
1004,Normal
1005,Exploits
1006,Generic
1007,Exploits
1008,Analysis
1009,Exploits
1010,Normal
1011,Generic
1012,Normal
1013,Exploits
1014,Normal
1015,Generic
1016,Normal
1017,Normal
1018,Normal
1019,Fuzzers
1020,Generic
1021,Normal
1022,Fuzzers
1023,Exploits
1024,Exploits
1025,DoS
1026,Normal
1027,Normal
1028,Generic
1029,Analysis
1030,Exploits
1031,Generic
1032,Fuzzers
1033,DoS
1034,Generic
1035,Generic
1036,Normal
1037,Fuzzers
1038,Normal
1039,Worms
1040,Normal
1041,Fuzzers
1042,Fuzzers
1043,Exploits
1044,Exploits
1045,Normal
1046,Exploits
1047,Normal
1048,Generic
1049,Exploits
1050,Generic
1051,Normal
1052,Normal
1053,Normal
1054,Normal
1055,Analysis
1056,Normal
1057,Generic
1058,Normal
1059,Exploits
1060,Normal
1061,Normal
1062,Normal
1063,Generic
1064,Normal
1065,Generic
1066,Normal
1067,Backdoor
1068,Normal
1069,Generic
1070,DoS
1071,Exploits
1072,Normal
1073,Fuzzers
1074,Exploits
1075,Normal
1076,Generic
1077,Generic
1078,Generic
1079,Generic
1080,Normal
1081,Normal
1082,Generic
1083,Reconnaissance
1084,Exploits
1085,Exploits
1086,Backdoor
1087,Normal
1088,Normal
1089,Normal
1090,Normal
1091,Generic
1092,Normal
1093,Generic
1094,Normal
1095,Normal
1096,Normal
1097,Exploits
1098,Fuzzers
1099,Generic
1100,Normal
1101,Generic
1102,Normal
1103,DoS
1104,Generic
1105,Normal
1106,Reconnaissance
1107,Fuzzers
1108,Normal
1109,Generic
1110,Normal
1111,Exploits
1112,Normal
1113,Generic
1114,Normal
1115,Normal
1116,Normal
1117,Generic
1118,Generic
1119,DoS
1120,Normal
1121,Exploits
1122,Normal
1123,Exploits
1124,Normal
1125,Reconnaissance
1126,Normal
1127,Fuzzers
1128,Exploits
1129,Generic
1130,Exploits
1131,Generic
1132,Generic
1133,Exploits
1134,Normal
1135,Exploits
1136,Fuzzers
1137,Exploits
1138,Fuzzers
1139,Normal
1140,Normal
1141,Exploits
1142,Normal
1143,Normal
1144,Normal
1145,Reconnaissance
1146,Normal
1147,Exploits
1148,Generic
1149,Generic
1150,Normal
1151,Generic
1152,Exploits
1153,DoS
1154,Normal
1155,Exploits
1156,Normal
1157,Exploits
1158,Normal
1159,Reconnaissance
1160,Generic
1161,Fuzzers
1162,Generic
1163,Fuzzers
1164,Exploits
1165,Normal
1166,Reconnaissance
1167,Exploits
1168,Reconnaissance
1169,Fuzzers
1170,Normal
1171,Fuzzers
1172,Generic
1173,Fuzzers
1174,Normal
1175,Generic
1176,DoS
1177,Normal
1178,Exploits
1179,Normal
1180,Exploits
1181,Normal
1182,Reconnaissance
1183,DoS
1184,Normal
1185,Generic
1186,Normal
1187,Normal
1188,Exploits
1189,Generic
1190,Fuzzers
1191,Normal
1192,Normal
1193,Normal
1194,Exploits
1195,Exploits
1196,Normal
1197,Normal
1198,Normal
1199,Exploits
1200,Exploits
1201,Fuzzers
1202,Normal
1203,Exploits
1204,Normal
1205,Normal
1206,Normal
1207,Normal
1208,Normal
1209,Exploits
1210,Normal
1211,Generic
1212,Normal
1213,Exploits
1214,Reconnaissance
1215,Exploits
1216,Generic
1217,Generic
1218,Reconnaissance
1219,Normal
1220,Fuzzers
1221,Reconnaissance
1222,Generic
1223,Normal
1224,Normal
1225,Normal
1226,Fuzzers
1227,Normal
1228,Exploits
1229,Generic
1230,Exploits
1231,Fuzzers
1232,Normal
1233,Generic
1234,Reconnaissance
1235,Generic
1236,Fuzzers
1237,Normal
1238,Normal
1239,Generic
1240,Exploits
1241,Generic
1242,Generic
1243,Generic
1244,Normal
1245,Fuzzers
1246,Normal
1247,Exploits
1248,Generic
1249,Normal
1250,Generic
1251,Generic
1252,Normal
1253,Generic
1254,Exploits
1255,Normal
1256,Generic
1257,Generic
1258,Exploits
1259,Fuzzers
1260,Normal
1261,Normal
1262,Generic
1263,Fuzzers
1264,Normal
1265,Generic
1266,Generic
1267,Normal
1268,Normal
1269,Generic
1270,Normal
1271,Backdoor
1272,Fuzzers
1273,Generic
1274,Exploits
1275,Normal
1276,Fuzzers
1277,Exploits
1278,Generic
1279,Normal
1280,Normal
1281,DoS
1282,DoS
1283,Fuzzers
1284,Normal
1285,Normal
1286,Generic
1287,Fuzzers
1288,Generic
1289,Normal
1290,Exploits
1291,Generic
1292,Fuzzers
1293,Exploits
1294,Normal
1295,Exploits
1296,Backdoor
1297,Normal
1298,Generic
1299,Exploits
1300,Exploits
1301,Fuzzers
1302,Generic
1303,Normal
1304,Fuzzers
1305,Exploits
1306,Fuzzers
1307,Normal
1308,Generic
1309,Fuzzers
1310,Normal
1311,Normal
1312,Reconnaissance
1313,DoS
1314,Reconnaissance
1315,Generic
1316,Generic
1317,Normal
1318,Exploits
1319,Fuzzers
1320,Reconnaissance
1321,Generic
1322,Normal
1323,Normal
1324,Normal
1325,Exploits
1326,Generic
1327,Normal
1328,Fuzzers
1329,Generic
1330,Reconnaissance
1331,Generic
1332,Exploits
1333,Generic
1334,Normal
1335,Reconnaissance
1336,Exploits
1337,Generic
1338,Fuzzers
1339,Normal
1340,Fuzzers
1341,Fuzzers
1342,Reconnaissance
1343,Fuzzers
1344,Normal
1345,Exploits
1346,Normal
1347,Exploits
1348,Generic
1349,Generic
1350,Generic
1351,Normal
1352,Normal
1353,Normal
1354,Exploits
1355,Normal
1356,Generic
1357,Generic
1358,Generic
1359,Normal
1360,Normal
1361,Normal
1362,Normal
1363,Normal
1364,Exploits
1365,Exploits
1366,Normal
1367,Generic
1368,Normal
1369,Normal
1370,Normal
1371,Reconnaissance
1372,Fuzzers
1373,Exploits
1374,Exploits
1375,Fuzzers
1376,Generic
1377,Exploits
1378,Generic
1379,Normal
1380,DoS
1381,Normal
1382,Normal
1383,Generic
1384,Generic
1385,Exploits
1386,Normal
1387,Normal
1388,Normal
1389,Normal
1390,Normal
1391,Normal
1392,DoS
1393,Exploits
1394,Normal
1395,Normal
1396,Exploits
1397,Normal
1398,Normal
1399,Exploits
1400,Generic
1401,Exploits
1402,Normal
1403,Generic
1404,Normal
1405,Normal
1406,Generic
1407,Normal
1408,Exploits
1409,Generic
1410,Exploits
1411,Normal
1412,Analysis
1413,Normal
1414,Generic
1415,Generic
1416,Normal
1417,Generic
1418,Normal
1419,Generic
1420,Generic
1421,Generic
1422,Generic
1423,Reconnaissance
1424,Fuzzers
1425,Exploits
1426,Exploits
1427,Normal
1428,Exploits
1429,Normal
1430,Generic
1431,Generic
1432,Fuzzers
1433,Generic
1434,Normal
1435,Generic
1436,Generic
1437,DoS
1438,Exploits
1439,Normal
1440,Fuzzers
1441,Generic
1442,Normal
1443,Normal
1444,Exploits
1445,Normal
1446,Exploits
1447,Generic
1448,Fuzzers
1449,Normal
1450,Fuzzers
1451,Normal
1452,Normal
1453,Normal
1454,Reconnaissance
1455,Normal
1456,Normal
1457,Reconnaissance
1458,Normal
1459,Normal
1460,Normal
1461,DoS
1462,Exploits
1463,Exploits
1464,Generic
1465,Fuzzers
1466,Normal
1467,Normal
1468,Normal
1469,Normal
1470,Normal
1471,Fuzzers
1472,Normal
1473,Normal
1474,Normal
1475,Generic
1476,Normal
1477,Generic
1478,Normal
1479,DoS
1480,Normal
1481,Exploits
1482,Generic
1483,Generic
1484,Fuzzers
1485,Reconnaissance
1486,Normal
1487,Exploits
1488,Shellcode
1489,Normal
1490,Fuzzers
1491,Generic
1492,Generic
1493,Exploits
1494,Exploits
1495,Normal
1496,Normal
1497,Normal
1498,Fuzzers
1499,DoS
1500,Exploits
1501,Generic
1502,Fuzzers
1503,Normal
1504,Exploits
1505,Fuzzers
1506,Generic
1507,Fuzzers
1508,Fuzzers
1509,Normal
1510,Normal
1511,Exploits
1512,Exploits
1513,Fuzzers
1514,Generic
1515,Normal
1516,Exploits
1517,Backdoor
1518,Generic
1519,Generic
1520,Normal
1521,Normal
1522,Exploits
1523,Normal
1524,Exploits
1525,Generic
1526,Fuzzers
1527,Fuzzers
1528,Fuzzers
1529,Fuzzers
1530,Exploits
1531,Generic
1532,Exploits
1533,Normal
1534,Generic
1535,Fuzzers
1536,Normal
1537,Generic
1538,Normal
1539,Normal
1540,Normal
1541,Normal
1542,Reconnaissance
1543,Exploits
1544,Exploits
1545,Exploits
1546,Normal
1547,Normal
1548,Normal
1549,Generic
1550,Normal
1551,Normal
1552,Normal
1553,Normal
1554,Generic
1555,Normal
1556,Exploits
1557,Generic
1558,Generic
1559,Normal
1560,Fuzzers
1561,Normal
1562,DoS
1563,Normal
1564,Normal
1565,Normal
1566,Normal
1567,Exploits
1568,Backdoor
1569,Fuzzers
1570,Normal
1571,Exploits
1572,Fuzzers
1573,Exploits
1574,Normal
1575,Normal
1576,Generic
1577,Generic
1578,Exploits
1579,Normal
1580,Normal
1581,Exploits
1582,Normal
1583,Normal
1584,Generic
1585,Normal
1586,Normal
1587,Reconnaissance
1588,Normal
1589,Normal
1590,Generic
1591,Normal
1592,Exploits
1593,Generic
1594,Reconnaissance
1595,Generic
1596,Normal
1597,Generic
1598,Generic
1599,Normal
1600,Normal
1601,Fuzzers
1602,Normal
1603,Normal
1604,Normal
1605,Normal
1606,Normal
1607,Normal
1608,Fuzzers
1609,Normal
1610,Exploits
1611,Normal
1612,Generic
1613,Fuzzers
1614,Normal
1615,Generic
1616,Normal
1617,Normal
1618,Normal
1619,Normal
1620,Exploits
1621,Generic
1622,Normal
1623,Normal
1624,Normal
1625,Backdoor
1626,Normal
1627,Exploits
1628,Normal
1629,Normal
1630,Fuzzers
1631,Generic
1632,Normal
1633,Normal
1634,Generic
1635,Generic
1636,DoS
1637,Normal
1638,Generic
1639,Fuzzers
1640,Exploits
1641,Generic
1642,Normal
1643,Fuzzers
1644,Normal
1645,Generic
1646,Normal
1647,Analysis
1648,Exploits
1649,Fuzzers
1650,Exploits
1651,Fuzzers
1652,Reconnaissance
1653,Normal
1654,Normal
1655,Exploits
1656,Fuzzers
1657,Normal
1658,Exploits
1659,Normal
1660,Exploits
1661,Generic
1662,Reconnaissance
1663,Exploits
1664,Normal
1665,Fuzzers
1666,Generic
1667,Generic
1668,Normal
1669,Generic
1670,Exploits
1671,Generic
1672,Reconnaissance
1673,Normal
1674,Normal
1675,Reconnaissance
1676,Generic
1677,Exploits
1678,Generic
1679,Generic
1680,Generic
1681,Fuzzers
1682,Exploits
1683,Generic
1684,Normal
1685,Normal
1686,Fuzzers
1687,Normal
1688,Exploits
1689,Normal
1690,Normal
1691,Normal
1692,Reconnaissance
1693,Reconnaissance
1694,Normal
1695,Generic
1696,Reconnaissance
1697,Normal
1698,Normal
1699,Shellcode
1700,Normal
1701,Generic
1702,Normal
1703,Exploits
1704,Normal
1705,Normal
1706,Normal
1707,Generic
1708,Normal
1709,Reconnaissance
1710,Normal
1711,Generic
1712,Generic
1713,Fuzzers
1714,Normal
1715,Normal
1716,Normal
1717,DoS
1718,Normal
1719,Exploits
1720,Normal
1721,Exploits
1722,Exploits
1723,Normal
1724,Normal
1725,DoS
1726,Backdoor
1727,DoS
1728,Normal
1729,Exploits
1730,Normal
1731,Fuzzers
1732,Exploits
1733,Normal
1734,Normal
1735,Generic
1736,Exploits
1737,Generic
1738,Reconnaissance
1739,Generic
1740,Generic
1741,Generic
1742,Generic
1743,Generic
1744,Generic
1745,Exploits
1746,Normal
1747,Generic
1748,Normal
1749,Exploits
1750,Fuzzers
1751,Exploits
1752,Reconnaissance
1753,Exploits
1754,Normal
1755,Normal
1756,Normal
1757,Normal
1758,Shellcode
1759,Exploits
1760,Normal
1761,Normal
1762,Fuzzers
1763,Normal
1764,Normal
1765,Generic
1766,Normal
1767,Normal
1768,DoS
1769,Normal
1770,Shellcode
1771,Generic
1772,Normal
1773,Normal
1774,Reconnaissance
1775,Normal
1776,Generic
1777,Generic
1778,Exploits
1779,Generic
1780,Normal
1781,Normal
1782,Generic
1783,Generic
1784,Exploits
1785,Generic
1786,Generic
1787,Exploits
1788,Normal
1789,Fuzzers
1790,Reconnaissance
1791,Generic
1792,Normal
1793,Generic
1794,Normal
1795,Normal
1796,Normal
1797,Generic
1798,Generic
1799,Normal
1800,Normal
1801,Normal
1802,Analysis
1803,Generic
1804,Normal
1805,Normal
1806,Fuzzers
1807,Exploits
1808,Normal
1809,Normal
1810,Normal
1811,Reconnaissance
1812,DoS
1813,Fuzzers
1814,Fuzzers
1815,Exploits
1816,Normal
1817,Fuzzers
1818,Generic
1819,Exploits
1820,DoS
1821,Normal
1822,Exploits
1823,Analysis
1824,Exploits
1825,Exploits
1826,Normal
1827,Normal
1828,Generic
1829,Fuzzers
1830,Exploits
1831,Fuzzers
1832,Fuzzers
1833,Exploits
1834,Normal
1835,Exploits
1836,Shellcode
1837,Generic
1838,Exploits
1839,Exploits
1840,Generic
1841,Normal
1842,Normal
1843,Fuzzers
1844,Exploits
1845,Fuzzers
1846,Normal
1847,Normal
1848,Generic
1849,Normal
1850,Normal
1851,Exploits
1852,Generic
1853,Fuzzers
1854,Normal
1855,Exploits
1856,Exploits
1857,Generic
1858,Normal
1859,Exploits
1860,Exploits
1861,Normal
1862,Normal
1863,DoS
1864,Normal
1865,Normal
1866,DoS
1867,Exploits
1868,Reconnaissance
1869,Normal
1870,Normal
1871,Normal
1872,Generic
1873,Normal
1874,Normal
1875,Generic
1876,Backdoor
1877,Normal
1878,Analysis
1879,Exploits
1880,Generic
1881,Exploits
1882,Exploits
1883,Analysis
1884,Generic
1885,Exploits
1886,Reconnaissance
1887,Exploits
1888,Generic
1889,Normal
1890,Fuzzers
1891,Exploits
1892,Normal
1893,Normal
1894,Exploits
1895,Fuzzers
1896,DoS
1897,Normal
1898,Exploits
1899,Fuzzers
1900,Normal
1901,DoS
1902,Shellcode
1903,Normal
1904,Normal
1905,Fuzzers
1906,Exploits
1907,Normal
1908,Fuzzers
1909,Generic
1910,Exploits
1911,Exploits
1912,Exploits
1913,Normal
1914,Reconnaissance
1915,Normal
1916,Shellcode
1917,Fuzzers
1918,Generic
1919,Exploits
1920,Exploits
1921,Normal
1922,Normal
1923,Reconnaissance
1924,Fuzzers
1925,Normal
1926,Normal
1927,Normal
1928,Normal
1929,Backdoor
1930,DoS
1931,Normal
1932,Fuzzers
1933,Fuzzers
